ID,Limite_Credito,Sexo,Educacion,Estado_Civil,Edad,Pago_Mes_Actual,Pago_Mes_2,Pago_Mes_3,Factura_Mes_1,Factura_Mes_2,Factura_Mes_3,Pago_Realizado_Mes_1,Pago_Realizado_Mes_2,Pago_Realizado_Mes_3,Incumplimiento
23075,210000,2,1,2,31,0,0,0,202064,206107,174581,6000,6000,4000,0
23076,360000,2,1,1,32,0,0,0,317024,313710,299059,11200,12112,11500,0
23077,200000,2,1,2,32,-1,-1,-1,14279,3904,24274,3904,24277,4996,0
23078,230000,2,1,1,34,-2,-2,-2,711,-1,-1,0,0,0,0
23079,180000,2,5,1,41,-1,-1,-1,22777,20311,20726,20328,20789,22169,0
23080,170000,2,2,2,47,0,0,0,34804,35525,36948,1600,2000,2000,0
23081,50000,2,2,1,40,0,0,2,6732,9052,8763,2441,0,1313,0
23082,180000,2,2,2,37,1,2,0,37095,32881,33627,0,3042,109470,0
23083,100000,2,1,1,47,1,-2,-1,-84,-474,800,0,3000,0,1
23084,150000,2,1,2,28,0,0,0,82559,84681,87308,3500,4000,3500,0
23085,180000,2,1,2,33,-2,-2,-2,8492,5199,9973,5199,9973,10083,0
23086,280000,2,2,2,33,0,0,0,55709,51834,41426,9441,2691,3001,0
23087,150000,2,2,2,40,-2,-2,-2,8482,3493,4724,3514,4724,5749,0
23088,100000,2,2,1,36,2,2,2,78063,79346,77977,3500,3300,3000,1
23089,70000,2,2,1,37,0,0,0,66447,66759,68200,2391,2518,5950,1
23090,220000,2,2,1,38,2,0,0,166513,163731,167204,7400,7600,6100,0
23091,240000,2,2,1,41,-2,-2,-2,0,0,0,0,0,0,1
23092,710000,2,4,2,32,0,0,0,377249,382116,391305,11000,12000,8000,0
23093,470000,2,2,2,33,-2,-2,-2,0,0,0,0,0,0,1
23094,80000,2,2,1,46,-1,-1,-1,390,390,390,390,390,390,1
23095,180000,2,3,1,49,0,0,0,162567,163900,145992,5821,5000,5935,1
23096,250000,2,2,1,32,0,0,0,195044,198294,202571,8000,7478,27349,0
23097,690000,2,3,2,34,0,0,0,390757,397292,390166,14724,19118,7415,0
23098,340000,2,1,2,45,0,0,0,68288,70573,69808,15000,13500,13000,0
23099,220000,2,2,2,47,0,0,0,103078,111729,115173,10000,6500,5000,0
23100,60000,2,3,2,44,2,2,2,11847,62478,55887,55887,0,20783,1
23101,80000,2,2,2,30,-1,-1,-1,5919,5545,2154,5548,2154,583,0
23102,290000,2,1,1,36,-2,-2,-2,3602,6107,4536,6107,4538,6074,0
23103,170000,2,3,2,41,0,0,0,76704,50301,50896,2405,2000,2500,0
23104,90000,2,3,0,42,0,0,2,12174,15035,14509,3072,0,1555,1
23105,130000,2,1,2,31,0,0,0,133845,126804,130264,7000,7000,7000,0
23106,200000,2,3,1,32,-2,-2,-2,1380,3706,18145,3706,18458,14170,0
23107,360000,2,2,2,35,0,0,0,35327,42032,35665,10000,2453,5000,0
23108,240000,2,1,1,37,0,0,0,157668,165762,173429,10762,10429,10423,0
23109,60000,2,1,1,28,0,0,0,46233,47263,48696,2100,2500,2500,0
23110,130000,2,2,2,42,1,2,2,117391,119378,121993,5400,6000,5000,0
23111,310000,2,2,2,32,0,0,0,325056,327591,322273,13294,12131,8543,0
23112,80000,2,2,2,28,2,2,-1,260,130,130,0,130,130,1
23113,70000,2,2,2,30,0,0,2,10705,58825,53080,50071,0,2000,0
23114,180000,2,2,1,31,0,0,0,115400,26721,8581,2006,1407,1000,0
23115,110000,2,2,1,45,0,0,0,36267,37234,37341,1587,1694,1561,0
23116,30000,2,3,2,47,0,0,0,29851,30451,28115,1500,1695,2000,0
23117,200000,2,2,2,27,0,0,0,125854,127843,131352,4775,6579,4734,0
23118,30000,2,5,1,33,0,0,0,25083,25244,26286,1406,1838,1400,0
23119,210000,2,1,2,27,-1,2,-1,780,390,390,0,390,1554,1
23120,80000,2,5,1,30,-2,-2,-2,0,0,0,0,0,0,0
23121,120000,2,3,1,40,0,0,0,97886,74638,70864,3003,2823,2514,0
23122,30000,2,2,1,43,-1,-1,-1,10443,4503,9000,4503,9000,0,0
23123,490000,2,2,2,33,0,0,0,58308,64927,60011,10000,8160,7000,0
23124,260000,2,5,1,41,-1,-1,-1,2398,2289,3593,2294,3601,5348,0
23125,230000,2,2,2,30,-1,-1,-1,3948,5899,4080,5899,4080,0,1
23126,110000,2,2,1,46,0,-1,-1,2359,2410,2151,2410,2151,2161,1
23127,150000,2,2,2,40,0,0,0,76282,78800,67443,3705,4000,3000,0
23128,170000,2,2,1,29,0,0,0,79091,62575,63317,2235,2493,2585,0
23129,90000,2,2,1,35,0,0,2,35232,38329,37433,4000,0,1700,0
23130,70000,2,3,1,40,0,0,-2,14896,0,0,0,0,0,0
23131,100000,2,1,2,28,1,2,0,102122,96193,82342,322,3600,3800,0
23132,50000,2,3,1,34,0,0,0,24203,23708,23609,1367,1741,1280,0
23133,30000,2,2,1,35,0,0,0,30471,30578,29846,1472,2000,1064,0
23134,280000,2,2,1,37,0,0,0,252814,255974,110389,10610,10018,10000,1
23135,210000,2,3,1,41,0,0,-1,59071,58830,364,2000,17864,569,0
23136,20000,2,3,0,35,0,-1,2,3975,362,2182,362,2000,0,0
23137,250000,2,5,1,33,0,0,0,211084,211577,202346,6934,7000,8975,0
23138,70000,2,2,1,34,0,0,0,43662,44733,45775,1800,1764,1900,1
23139,120000,2,1,2,34,0,0,0,8113,8796,12210,2000,5312,3095,0
23140,300000,2,1,2,36,-2,-2,-2,230,469,899,469,899,0,0
23141,310000,2,2,1,39,-2,-2,-2,360,360,360,360,360,360,0
23142,20000,2,3,2,34,-2,-2,-2,0,0,0,0,0,0,1
23143,50000,2,2,2,37,0,-1,-1,16090,38710,43085,38710,5000,0,0
23144,100000,2,2,1,32,0,0,0,98908,60868,60652,2749,4800,2000,0
23145,280000,2,2,1,44,-1,-1,-1,9713,264,252,264,252,2656,0
23146,210000,2,2,1,37,-2,-2,-2,2978,1798,379,1798,379,768,0
23147,290000,2,3,2,47,-1,-1,-1,1163,6619,0,6650,0,28974,0
23148,160000,2,1,1,36,-2,-2,-2,25386,2542,2916,2549,2916,4321,0
23149,100000,2,2,1,41,2,-1,0,155351,159591,163665,105200,6035,9410,1
23150,280000,2,2,2,37,-1,-1,-1,1876,2716,1876,2716,1876,1876,0
23151,200000,2,2,1,32,-2,-2,-2,899,-1,-1,0,0,229,0
23152,180000,2,2,2,33,-1,-1,-1,3316,3385,6186,3446,6186,6695,0
23153,240000,2,1,2,34,1,-2,-1,-25,-25,2062,0,2087,0,0
23154,180000,2,2,2,35,0,0,0,174068,160979,165896,10000,10092,10000,0
23155,180000,2,2,1,36,-2,-2,-2,0,0,0,0,0,0,0
23156,50000,2,2,2,35,1,2,2,18544,17954,21678,0,4351,0,0
23157,30000,2,3,2,38,2,0,0,24524,25546,28820,1426,3700,718,1
23158,180000,2,2,1,40,0,-1,-1,144481,1620,334,1620,337,9379,0
23159,50000,2,1,1,38,2,3,2,64760,60747,54902,2000,0,1200,0
23160,230000,2,3,1,47,0,0,0,182787,173108,163937,7000,5665,4154,0
23161,60000,2,2,1,31,0,0,0,49581,35465,29732,1500,1600,1394,0
23162,50000,2,3,2,32,0,0,0,48237,49097,43763,1755,1614,1627,0
23163,280000,2,1,1,32,0,0,0,137630,116209,117118,6000,6000,5000,0
23164,170000,2,2,1,45,-1,-1,0,12847,9807,8101,9807,5000,3749,0
23165,110000,2,2,1,36,-1,-1,-1,2002,1056,4680,1056,4756,880,1
23166,70000,2,3,1,35,2,-1,0,1183,41263,40206,41263,2500,2468,1
23167,90000,2,3,1,47,2,2,2,92454,94156,91710,4100,0,3424,1
23168,260000,2,1,1,36,0,0,-1,10942,7045,246,3000,246,7178,0
23169,60000,2,2,1,33,0,0,0,57810,56189,58283,2100,3000,2800,0
23170,320000,2,2,1,37,2,2,2,289260,297888,304025,14500,12001,10500,0
23171,160000,2,2,2,39,-1,-1,-1,2828,1473,8404,1473,8404,8875,0
23172,230000,2,1,2,33,1,-1,-1,-3,4532,0,4535,0,6264,0
23173,50000,2,2,2,48,-1,0,-1,1309,2158,1787,1000,1787,860,0
23174,180000,2,2,2,36,-1,-1,-1,25359,28432,1535,28703,1535,15000,0
23175,390000,2,2,2,45,0,0,0,60082,58694,61735,5000,5000,5000,0
23176,290000,2,2,2,41,0,0,0,286391,140960,112394,10000,5620,10000,0
23177,290000,2,2,1,35,0,0,-1,32485,21080,430,10000,430,430,0
23178,30000,2,3,1,46,0,0,0,29003,28544,27177,1500,2000,2390,0
23179,100000,2,1,1,38,1,-2,-2,0,0,0,0,0,53,0
23180,190000,2,2,1,34,1,-2,-2,-18,-18,-18,0,0,0,0
23181,200000,2,1,2,35,-2,-2,-2,441,0,3514,0,3514,4042,0
23182,180000,2,3,2,32,0,0,0,4480,7354,6930,3000,3000,2018,0
23183,250000,2,2,1,45,-1,0,0,3233,13244,12462,12716,12158,8777,0
23184,80000,2,2,1,39,0,0,0,41753,42956,43850,2200,2000,2000,0
23185,140000,2,2,1,37,0,0,0,137545,136820,128445,6206,6100,6330,0
23186,260000,2,2,1,40,0,0,-1,35211,43944,46957,40000,48058,46000,0
23187,360000,2,1,2,39,-1,-1,-2,1070,0,0,0,0,0,1
23188,250000,2,2,1,45,-2,-2,-2,2218,4912,412,4940,416,6303,0
23189,320000,2,1,1,36,-1,-1,2,7225,9336,945,9386,13,0,0
23190,100000,2,2,1,42,0,0,0,63984,65917,67673,3000,4000,3000,0
23191,340000,2,1,1,36,0,0,0,183898,185268,326074,60075,160444,10143,0
23192,230000,2,2,2,41,-2,-2,-2,24477,23722,4791,23722,4791,3516,0
23193,150000,2,3,1,43,0,0,0,18308,19973,21000,1973,1353,1366,1
23194,60000,2,3,1,48,0,0,0,49890,51060,52236,2000,2000,3000,0
23195,500000,2,3,2,48,-2,-2,-2,83948,25321,14364,25325,14364,124081,0
23196,10000,2,2,2,48,1,2,-1,3133,1473,9196,0,9196,1106,0
23197,140000,2,3,1,39,0,0,0,73166,66565,76412,3112,20000,3043,0
23198,90000,2,2,2,33,0,0,0,89129,89543,84447,3308,3014,3203,0
23199,390000,2,2,2,39,0,0,0,53386,52746,55535,2000,5000,3000,0
23200,150000,2,1,1,38,-1,-1,-2,9474,0,0,0,0,0,0
23201,170000,2,2,2,48,0,0,0,24953,24334,25558,2000,2000,1400,0
23202,400000,2,2,1,34,-1,-1,-1,41305,206028,21153,206032,21153,15948,0
23203,180000,2,2,1,38,0,0,0,151031,152510,151651,7011,5657,10372,0
23204,440000,2,2,1,44,0,0,0,70548,42651,0,20000,0,27549,0
23205,340000,2,1,2,36,-1,-1,-1,3474,1974,2774,1974,2774,43831,0
23206,170000,2,2,1,45,1,2,2,110970,117076,113778,9460,0,6100,1
23207,280000,2,1,2,46,-1,-1,-1,2475,1236,2726,1236,2726,10916,0
23208,320000,2,5,1,46,-2,-2,-2,17849,5149,16615,5149,16654,2914,0
23209,190000,2,5,1,40,0,0,0,58783,59881,136994,3100,80000,5000,0
23210,210000,2,2,1,42,-1,-1,-1,1708,2928,-2,2928,0,0,0
23211,110000,2,2,1,43,1,2,2,100987,101941,98364,4600,0,8500,0
23212,90000,2,2,2,34,0,0,0,30026,29239,14027,2000,1518,1500,0
23213,500000,2,1,1,44,-1,-1,-1,29178,26963,33166,26963,33169,48858,0
23214,50000,2,2,2,36,0,0,0,29647,30845,32821,2000,2800,3732,1
23215,210000,2,1,2,39,-1,-1,-1,5119,20927,3702,20965,3702,3673,0
23216,80000,2,2,1,37,2,2,2,1662,3347,4140,2427,1000,0,1
23217,320000,2,2,1,42,-1,-1,-1,2862,18729,23405,18729,23421,16683,0
23218,50000,2,3,1,45,0,0,0,48169,48163,49302,2400,2500,1318,0
23219,270000,2,2,2,34,-2,-2,-2,128620,2222,9076,2222,9076,5424,0
23220,30000,2,3,2,39,0,0,0,28467,22308,48376,2000,3000,3000,0
23221,150000,2,3,2,35,-1,2,-1,1877,709,2264,0,2264,0,0
23222,140000,2,2,1,41,0,0,0,56379,51993,52678,1855,1913,1952,0
23223,120000,2,3,1,42,-1,-1,-1,2386,780,2158,1000,2826,7026,0
23224,300000,2,1,1,31,0,0,0,147277,149893,152529,7000,7000,6000,0
23225,480000,2,1,1,43,0,0,0,276681,282328,288120,5647,5792,5880,0
23226,460000,2,1,1,37,1,2,0,268775,262956,268463,0,9737,9060,1
23227,280000,2,2,1,39,0,0,0,269472,253792,276979,8229,150062,50000,0
23228,50000,2,3,1,31,0,0,0,44115,44619,38604,1652,1906,1000,0
23229,350000,2,1,2,32,-2,-2,-2,384,717,409,717,409,0,0
23230,300000,2,2,2,32,0,0,0,114690,117682,120777,4682,4777,4835,0
23231,380000,2,1,2,33,-2,-2,-2,11924,16615,3273,16615,3273,9833,0
23232,190000,2,1,2,33,-2,-2,-2,211,4031,6036,4031,6045,4247,0
23233,230000,2,2,2,35,-2,-2,-2,0,0,0,0,0,0,1
23234,390000,2,2,1,35,2,2,2,62474,62878,59601,2757,0,2734,0
23235,220000,2,0,1,35,-2,-2,-2,0,319,10567,319,10567,319,0
23236,120000,2,2,1,41,0,0,0,118131,116607,108720,4211,3710,3184,1
23237,300000,2,2,2,49,1,-2,-2,0,0,0,0,0,0,0
23238,210000,2,1,2,42,-1,-1,-1,4131,24255,7838,24255,7862,7146,0
23239,50000,2,2,1,37,0,0,0,50664,49163,49811,3000,2500,2000,0
23240,330000,2,1,2,44,2,0,0,238795,243621,259517,10300,21400,0,1
23241,110000,2,3,1,42,0,0,0,110191,110736,63652,3200,2450,2027,0
23242,20000,2,1,2,37,1,-2,-2,0,0,0,0,0,1004,0
23243,150000,2,2,1,40,0,-1,-1,6369,5215,4090,5215,4090,51893,0
23244,140000,2,3,1,39,0,0,0,127896,131764,134654,7500,6500,7500,0
23245,160000,2,1,1,40,-1,-1,-1,661,2881,362,2881,362,20680,0
23246,260000,2,3,1,38,-1,-1,-1,1973,1973,1973,1973,1973,6746,0
23247,150000,2,3,1,45,1,-2,-2,0,0,0,0,0,0,0
23248,50000,2,2,1,33,0,0,0,34065,35422,32612,3000,2011,1402,0
23249,80000,2,3,1,36,0,0,0,65205,72922,74943,20000,5000,3000,0
23250,270000,2,2,1,37,-1,-1,-2,304,-22,-348,0,0,1000,0
23251,60000,2,2,1,40,0,0,0,58127,59345,58196,2800,2200,1500,0
23252,50000,2,2,1,45,0,0,0,15240,16252,17678,1574,2000,1290,0
23253,290000,2,1,1,33,2,0,0,88176,21956,24815,1354,3213,0,1
23254,180000,2,2,2,39,-1,-1,-1,671,671,671,671,671,671,1
23255,360000,2,1,1,43,-1,0,0,17412,18455,19245,1328,1637,5000,0
23256,260000,2,3,2,40,0,-1,-1,260,3000,0,3000,0,0,0
23257,200000,2,2,2,46,-2,-2,-2,430,430,430,430,430,5241,0
23258,290000,2,2,2,38,-2,-2,-2,0,130,0,130,0,24756,0
23259,50000,2,2,1,36,1,3,3,17292,18705,18125,2000,0,0,0
23260,10000,2,2,1,37,-1,-1,-1,5050,3704,6222,5011,6222,984,0
23261,180000,2,1,1,39,2,-1,-1,1343,437,2297,438,2308,4446,1
23262,150000,2,2,2,39,0,0,2,22724,21019,19890,3221,1602,0,0
23263,250000,2,1,2,44,-1,-1,-2,891,-33,-33,0,0,0,0
23264,130000,2,2,2,37,2,2,2,82640,85505,87587,5000,4200,0,1
23265,540000,2,1,2,37,0,0,-1,4696,6579,1464,2033,1485,16,0
23266,320000,2,1,1,42,0,0,0,212883,197352,201913,9000,9000,6000,0
23267,440000,2,2,1,39,0,0,0,58639,66698,43399,30000,2000,24534,0
23268,80000,2,2,2,40,0,0,0,79390,79835,81229,3200,4300,3340,0
23269,120000,2,2,1,36,1,-2,-1,0,0,1100,0,1100,0,1
23270,230000,2,2,1,35,0,0,0,68755,35137,34305,1607,4305,1000,0
23271,60000,2,3,2,37,0,0,0,53867,54971,57284,2000,3200,3300,0
23272,290000,2,4,1,49,-1,-1,-2,3950,0,0,0,0,1085,0
23273,130000,2,2,1,49,1,-2,-1,0,-390,390,0,1560,0,0
23274,180000,2,2,2,46,-2,-2,-2,1905,2453,6997,2453,6997,3064,0
23275,140000,2,3,1,42,0,0,0,138391,135476,135956,6300,6500,6265,1
23276,500000,2,1,2,44,0,0,0,120452,190135,212134,100000,50000,10012,0
23277,300000,2,2,1,42,0,0,0,168796,165430,147077,7010,6000,5006,0
23278,210000,2,2,1,42,-2,-2,-2,0,0,0,0,0,0,0
23279,150000,2,2,1,49,-1,-1,-1,575,25622,4992,25622,4992,1578,0
23280,360000,2,2,1,37,-2,-2,-2,10072,7728,2344,7728,2344,9536,0
23281,250000,2,2,1,36,0,0,0,107476,87000,48162,5143,10025,10074,0
23282,30000,2,3,2,44,0,0,3,21007,27506,26784,7200,0,2100,0
23283,200000,2,1,1,42,-1,-1,2,796,770,770,770,0,5269,0
23284,130000,2,2,1,35,0,0,0,128649,100902,127102,5500,7328,5000,0
23285,290000,2,3,1,49,0,0,-2,52894,0,0,21560,0,44777,0
23286,100000,2,3,1,35,-1,0,0,50327,51326,52403,1835,1902,1878,0
23287,40000,2,3,1,43,-1,-1,-1,780,177,1583,177,1583,0,0
23288,130000,2,3,1,39,0,0,2,91982,99328,96898,8900,0,3600,1
23289,160000,2,3,1,34,-2,-2,-2,717,594,1217,597,1223,700,0
23290,150000,2,1,2,35,-2,-2,-2,0,26660,858,26660,858,0,0
23291,130000,2,2,2,45,-1,0,0,131221,128161,128884,10006,5069,3634,0
23292,180000,2,2,1,39,-2,-2,-2,0,0,0,0,0,0,1
23293,150000,2,2,2,30,0,0,0,61785,63150,68125,3000,6000,0,0
23294,100000,2,2,2,31,-2,-2,-2,4576,1872,2511,1872,2517,3339,1
23295,30000,2,2,2,31,0,0,0,26830,30900,0,5000,0,0,0
23296,160000,2,1,2,25,-1,0,-1,6087,1934,11376,1000,11426,2199,0
23297,50000,2,2,2,28,-1,3,2,1876,1690,429,0,0,4836,1
23298,130000,2,2,1,29,0,0,0,67260,69269,72276,4000,5000,4347,0
23299,140000,2,3,2,31,0,0,0,137254,92636,94641,3320,3500,3600,0
23300,340000,2,3,1,32,0,-1,0,11049,57301,59375,57301,3000,2600,0
23301,340000,2,2,1,33,-2,-1,0,1632,3121,44092,2027,39774,43325,0
23302,90000,2,2,2,35,2,2,2,89282,91247,68552,6201,0,25000,0
23303,300000,2,2,1,42,0,0,0,281000,291482,297425,15000,12039,13000,0
23304,50000,2,2,2,25,0,0,0,37034,37698,37252,1586,1624,1626,0
23305,50000,2,2,1,37,0,0,0,48890,49083,48102,1787,2247,1900,0
23306,100000,2,2,1,42,-2,-2,-2,0,0,3168,0,3168,0,0
23307,20000,2,3,2,40,3,3,2,18244,17670,17105,0,0,2001,0
23308,160000,2,1,2,30,0,0,0,86454,61510,62921,3000,3000,3000,1
23309,390000,2,2,1,32,-1,-1,-1,2075,0,682,0,682,11130,0
23310,30000,2,3,1,39,-1,2,-1,1937,640,1751,0,1751,0,1
23311,20000,2,2,1,46,1,2,0,3098,2901,3800,0,1000,0,1
23312,210000,2,2,2,31,0,0,0,168161,133113,130769,5000,5032,3783,0
23313,300000,2,4,1,31,-2,-2,-2,0,0,0,0,0,0,0
23314,220000,2,1,2,31,-1,-1,-2,232,0,0,0,0,0,0
23315,270000,2,1,2,33,0,0,0,68589,58751,53401,6000,2028,5010,0
23316,90000,2,2,1,40,2,2,2,4918,4694,6547,0,2100,1200,1
23317,360000,2,2,2,27,0,0,0,214711,179651,139310,10440,13360,6123,0
23318,300000,2,1,2,29,1,-2,-2,0,0,0,0,0,0,0
23319,310000,2,2,2,31,0,0,0,313956,314859,307371,11000,12500,11000,1
23320,130000,2,2,2,31,0,0,0,95292,97544,99208,4600,4000,5300,0
23321,80000,2,1,1,29,-1,-1,-1,2175,358,1872,358,1872,746,0
23322,280000,2,2,1,34,-2,-2,-2,6398,8321,12798,8331,12805,3587,0
23323,80000,2,3,2,44,0,0,0,45412,32091,36633,1900,5400,0,1
23324,130000,2,3,2,39,1,2,2,4867,3189,4634,0,2946,0,0
23325,270000,2,1,1,42,-1,-1,-1,1870,0,8091,0,8091,1000,0
23326,20000,2,2,1,41,-1,-1,-1,958,1546,1156,1546,1156,9646,0
23327,260000,2,1,1,36,0,0,0,122825,88273,91908,5000,6000,5020,0
23328,170000,2,2,2,47,0,0,0,62927,36885,34289,1566,1606,1325,0
23329,160000,2,1,2,35,-1,-1,-1,19082,2815,27380,2815,27380,10050,0
23330,240000,2,1,2,35,-2,-2,-2,5757,2904,24671,3242,24685,3535,0
23331,170000,2,2,2,36,-2,-2,-2,2848,1941,0,1941,0,0,0
23332,500000,2,2,1,40,0,0,0,215508,214460,220047,10004,10025,10294,0
23333,260000,2,1,1,38,-2,-2,-1,629,622,3074,625,3084,691,1
23334,150000,2,1,2,36,0,0,0,43544,47751,49096,5000,5000,3000,0
23335,500000,2,1,1,36,-2,-2,-2,8561,682,15714,1364,15714,5390,1
23336,320000,2,2,2,34,0,0,-1,1800,0,312,0,312,311,0
23337,90000,2,2,1,34,0,0,0,18358,14764,8374,1300,1300,22000,0
23338,300000,2,2,2,43,-2,-2,-2,2936,1669,743,1676,743,3047,0
23339,200000,2,2,2,36,1,2,2,73459,76308,78669,4500,4000,0,0
23340,160000,2,3,1,44,2,2,-2,1500,0,0,0,0,0,1
23341,120000,2,1,2,29,-2,-2,-2,0,0,0,0,0,0,0
23342,120000,2,1,2,30,2,-1,-1,416,416,416,416,416,416,1
23343,90000,2,2,2,30,1,2,0,88093,85730,54727,0,1984,2004,1
23344,170000,2,2,1,31,-2,-2,-2,6015,7810,2760,7820,26058,3474,1
23345,170000,2,1,2,33,0,0,0,144031,147135,158528,5500,14000,0,0
23346,500000,2,1,1,33,-2,-2,-2,10486,32539,10644,32648,11000,7823,0
23347,240000,2,1,2,33,0,0,0,239278,237018,238641,9582,9963,8013,0
23348,230000,2,2,1,30,0,-1,0,4942,2554,1249,2554,1000,2959,0
23349,210000,2,2,1,32,-2,-2,-2,0,0,0,0,0,0,0
23350,400000,2,1,1,33,-1,-1,-1,10858,15892,18182,16000,2600,24,0
23351,150000,2,3,1,41,0,0,0,88818,90585,92485,3241,3358,3427,1
23352,50000,2,1,2,27,-1,-1,-2,6018,0,0,0,0,6085,0
23353,150000,2,2,1,28,0,-1,-1,12780,850,850,850,850,430,1
23354,230000,2,2,2,28,-2,-2,-2,0,0,0,0,0,0,1
23355,470000,2,1,1,28,0,0,0,178262,177644,171997,6100,6000,7100,0
23356,30000,2,2,2,28,3,2,2,1200,1200,1200,0,0,0,1
23357,100000,2,3,1,29,1,-2,-2,0,0,0,0,0,4838,0
23358,30000,2,3,1,34,0,0,-1,8090,0,3398,0,6253,0,1
23359,110000,2,2,2,40,0,0,0,96950,93571,86595,3255,3056,2802,0
23360,300000,2,3,1,39,2,0,0,36656,37672,40743,1929,4000,1446,0
23361,240000,2,3,0,37,-1,-1,-1,374,1823,1788,1823,1788,6229,0
23362,350000,2,2,2,28,1,2,0,358895,346575,345088,0,14579,13557,1
23363,220000,2,1,2,28,-2,-2,-2,2956,2968,3054,2968,3054,4701,0
23364,400000,2,1,2,35,-2,-2,-2,26930,11187,16593,11187,16596,18572,0
23365,500000,2,2,1,40,0,0,0,26102,33012,56116,33009,50018,30023,0
23366,280000,2,3,2,48,0,0,0,166473,167864,140466,7750,5195,5098,0
23367,30000,2,2,1,37,-2,-2,-2,108,709,11726,709,11726,2713,0
23368,20000,2,1,2,49,0,0,0,16715,16719,34196,1271,1300,2612,0
23369,270000,2,4,2,29,1,-1,-1,-9,3265,6125,3274,6129,0,0
23370,270000,2,1,2,34,0,0,0,126642,127741,132405,4500,7028,4728,0
23371,400000,2,2,1,34,0,0,0,45514,42620,28584,4854,5005,14218,0
23372,320000,2,1,2,39,0,0,0,91224,93025,99433,10000,10000,10000,0
23373,430000,2,1,2,30,0,0,0,62774,68284,74806,10284,10806,12241,0
23374,140000,2,2,2,31,1,-2,-2,0,0,0,0,0,76,1
23375,70000,2,2,1,31,0,-1,0,9319,3652,5284,3652,2284,3000,0
23376,110000,2,2,2,31,0,0,0,7398,2009,1651,1500,1177,1000,0
23377,30000,2,5,1,31,0,0,0,28731,27927,27601,1656,1545,1300,0
23378,550000,2,2,1,32,2,0,0,548551,546741,535509,21094,22863,167622,1
23379,310000,2,1,1,47,-1,0,0,2257,5202,6495,3000,3000,1000,0
23380,130000,2,1,2,32,0,0,0,126164,126080,129104,6500,7000,8000,0
23381,130000,2,2,1,32,0,0,0,119720,120066,121587,6000,5000,4531,0
23382,220000,2,2,1,34,0,0,0,154029,153012,154508,5700,6000,6814,0
23383,300000,2,1,1,35,-2,-2,-2,0,0,0,0,0,0,0
23384,110000,2,2,1,35,-1,-1,-1,1245,1245,1490,1245,1490,2245,0
23385,50000,2,2,1,44,1,2,2,24622,26999,28071,3100,1800,0,1
23386,300000,2,1,2,40,-1,3,2,5130,4903,4679,0,0,2000,1
23387,200000,2,2,1,36,-2,-2,-2,3131,207,3578,207,3599,0,0
23388,360000,2,3,2,38,-1,-1,-1,6904,-507,751,0,1502,15369,1
23389,500000,2,1,2,34,0,0,0,80630,80112,81726,3000,3006,2600,0
23390,290000,2,2,1,42,0,0,0,19281,21654,20073,6654,1476,10002,0
23391,430000,2,1,1,37,-2,-2,-2,1013,0,2320,0,2320,0,1
23392,180000,2,3,2,34,1,-2,-2,3700,4696,3763,4696,3763,3,0
23393,90000,2,3,1,35,0,0,0,35872,35687,35538,1578,1583,1773,0
23394,280000,2,2,1,43,-2,-2,-2,14633,5600,13397,5600,13397,20004,0
23395,230000,2,2,2,37,0,0,2,29087,30589,20958,2100,1000,1252,0
23396,70000,2,2,1,39,0,0,0,54801,52714,18596,5336,1268,1052,0
23397,110000,2,2,1,38,-2,-2,-2,4976,2532,3102,2532,3102,1979,0
23398,70000,2,3,1,32,0,0,0,70122,69080,68530,2431,3112,3000,0
23399,180000,2,2,1,32,-1,2,-1,3305,1649,1473,0,1473,1473,0
23400,240000,2,3,2,35,-2,-2,-2,0,0,0,0,0,0,1
23401,210000,2,1,1,40,-2,-2,-2,0,0,0,0,0,0,0
23402,20000,2,2,2,46,-1,-1,-1,390,0,780,0,780,0,1
23403,80000,2,3,1,48,0,-1,0,3188,6239,7304,6239,1185,1000,0
23404,50000,2,1,2,33,0,0,0,13452,14524,15586,1300,1300,1300,0
23405,80000,2,3,2,33,-1,-1,-1,6607,6205,-1573,6205,675,14956,0
23406,80000,2,1,2,34,-1,-1,-1,34827,27881,16801,27881,12532,1,0
23407,60000,2,2,3,34,1,-1,0,0,60559,56317,60559,1126,0,0
23408,360000,2,2,2,35,1,-2,-1,0,0,22190,0,22190,21416,0
23409,50000,2,2,2,48,1,4,3,10024,9723,9427,0,0,0,0
23410,200000,2,6,1,43,0,0,0,198595,194734,190447,7003,7000,7000,0
23411,140000,2,2,1,42,1,-2,-1,0,0,1497,0,1497,1039,0
23412,180000,2,2,2,30,0,0,0,174104,171889,172288,7000,8000,8000,0
23413,160000,2,2,1,32,0,0,0,18400,18699,26919,10000,10018,15021,0
23414,200000,2,2,1,34,-2,-2,-2,0,0,0,0,0,0,1
23415,600000,2,2,1,38,1,2,2,51072,49889,39635,0,4000,0,0
23416,20000,2,2,1,46,4,3,2,15833,15286,17021,0,2277,0,1
23417,220000,2,1,1,44,0,0,0,215191,215969,216849,10000,10000,7000,0
23418,140000,2,1,1,40,2,2,0,34359,33521,34685,0,2000,1583,1
23419,240000,2,2,2,38,1,-2,-2,0,0,0,0,0,0,1
23420,150000,2,2,1,32,1,-1,0,-1474,137049,145900,140916,10000,3119,0
23421,20000,2,1,2,32,-1,-1,-1,2095,7733,0,7733,0,0,1
